chr	start	end	A	C	E	normal
2	163000001	163500000	3.0	3.0	3.0	2
2	163500001	164000000	3.0	3.0	3.0	2
2	164000001	164500000	3.0	3.0	3.0	2
2	164500001	165000000	3.0	3.0	3.0	2
2	165000001	165500000	3.0	3.0	3.0	2
2	165500001	166000000	3.0	3.0	3.0	2
2	166000001	166500000	3.0	3.0	3.0	2
2	167000001	167500000	3.0	3.0	3.0	2
2	168000001	168500000	3.0	3.0	3.0	2
2	168500001	169000000	3.0	3.0	3.0	2
2	169000001	169500000	3.0	3.0	3.0	2
2	169500001	170000000	3.0	3.0	3.0	2
2	170500001	171000000	3.0	3.0	3.0	2
2	171000001	171500000	3.0	3.0	3.0	2
2	171500001	172000000	3.0	3.0	3.0	2
2	172000001	172500000	3.0	3.0	3.0	2
2	172500001	173000000	3.0	3.0	3.0	2
2	173500001	174000000	3.0	3.0	3.0	2
2	174000001	174500000	3.0	3.0	3.0	2
2	174500001	175000000	3.0	3.0	3.0	2
2	175500001	176000000	3.0	3.0	3.0	2
2	177000001	177500000	3.0	3.0	3.0	2
2	177500001	178000000	3.0	3.0	3.0	2
2	178000001	178500000	3.0	3.0	3.0	2
2	179000001	179500000	3.0	3.0	3.0	2
2	180000001	180500000	3.0	3.0	3.0	2
2	180500001	181000000	3.0	3.0	3.0	2
2	181000001	181500000	3.0	3.0	3.0	2
2	182000001	182500000	3.0	3.0	3.0	2
2	182500001	183000000	3.0	3.0	3.0	2
2	183500001	184000000	3.0	3.0	3.0	2
2	184000001	184500000	3.0	3.0	3.0	2
2	184500001	185000000	3.0	3.0	3.0	2
2	185000001	185500000	3.0	3.0	3.0	2
2	185500001	186000000	3.0	3.0	3.0	2
2	186000001	186500000	3.0	3.0	3.0	2
2	187000001	187500000	3.0	3.0	3.0	2
2	187500001	188000000	3.0	3.0	3.0	2
2	188000001	188500000	3.0	3.0	3.0	2
2	188500001	189000000	3.0	3.0	3.0	2
2	189000001	189500000	3.0	3.0	3.0	2
2	189500001	190000000	3.0	3.0	3.0	2
2	190000001	190500000	3.0	3.0	3.0	2
2	190500001	191000000	3.0	3.0	3.0	2
2	191000001	191500000	3.0	3.0	3.0	2
2	191500001	192000000	3.0	3.0	3.0	2
2	192000001	192500000	3.0	3.0	3.0	2
2	192500001	193000000	3.0	3.0	3.0	2
2	193500001	194000000	3.0	3.0	3.0	2
2	194500001	195000000	3.0	3.0	3.0	2
2	195000001	195500000	3.0	3.0	3.0	2
2	196500001	197000000	3.0	3.0	3.0	2
2	197000001	197500000	3.0	3.0	3.0	2
2	198000001	198500000	3.0	3.0	3.0	2
2	199000001	199500000	3.0	3.0	3.0	2
2	199500001	200000000	3.0	3.0	3.0	2
2	200000001	200500000	3.0	3.0	3.0	2
2	200500001	201000000	3.0	3.0	3.0	2
2	201000001	201500000	3.0	3.0	3.0	2
2	201500001	202000000	3.0	3.0	3.0	2
2	202500001	203000000	3.0	3.0	3.0	2
2	203000001	203500000	3.0	3.0	3.0	2
2	203500001	204000000	3.0	3.0	3.0	2
2	204000001	204500000	3.0	3.0	3.0	2
2	204500001	205000000	3.0	3.0	3.0	2
2	205000001	205500000	3.0	3.0	3.0	2
2	206000001	206500000	3.0	3.0	3.0	2
2	206500001	207000000	3.0	3.0	3.0	2
2	207000001	207500000	3.0	3.0	3.0	2
2	208000001	208500000	3.0	3.0	3.0	2
2	208500001	209000000	3.0	3.0	3.0	2
2	209000001	209500000	3.0	3.0	3.0	2
2	210500001	211000000	3.0	3.0	3.0	2
2	211000001	211500000	3.0	3.0	3.0	2
2	211500001	212000000	3.0	3.0	3.0	2
2	212000001	212500000	3.0	3.0	3.0	2
2	212500001	213000000	3.0	3.0	3.0	2
2	213000001	213500000	3.0	3.0	3.0	2
2	213500001	214000000	3.0	3.0	3.0	2
2	214500001	215000000	3.0	3.0	3.0	2
2	215000001	215500000	3.0	3.0	3.0	2
2	215500001	216000000	3.0	3.0	3.0	2
2	216000001	216500000	3.0	3.0	3.0	2
2	216500001	217000000	3.0	3.0	3.0	2
2	217000001	217500000	3.0	3.0	3.0	2
2	217500001	218000000	3.0	3.0	3.0	2
2	218000001	218500000	3.0	3.0	3.0	2
2	218500001	219000000	3.0	3.0	3.0	2
2	219000001	219500000	3.0	3.0	3.0	2
2	219500001	220000000	3.0	3.0	3.0	2
2	220000001	220500000	3.0	3.0	3.0	2
2	220500001	221000000	3.0	3.0	3.0	2
2	221000001	221500000	3.0	3.0	3.0	2
2	221500001	222000000	3.0	3.0	3.0	2
2	222000001	222500000	3.0	3.0	3.0	2
2	222500001	223000000	3.0	3.0	3.0	2
2	223500001	224000000	3.0	3.0	3.0	2
2	224000001	224500000	3.0	3.0	3.0	2
2	224500001	225000000	3.0	3.0	3.0	2
2	225000001	225500000	3.0	3.0	3.0	2
2	225500001	226000000	3.0	3.0	3.0	2
2	226000001	226500000	3.0	3.0	3.0	2
2	226500001	227000000	3.0	3.0	3.0	2
2	227000001	227500000	3.0	3.0	3.0	2
2	227500001	228000000	3.0	3.0	3.0	2
2	228000001	228500000	3.0	3.0	3.0	2
2	228500001	229000000	3.0	3.0	3.0	2
2	230000001	230500000	3.0	3.0	3.0	2
2	230500001	231000000	3.0	3.0	3.0	2
2	231000001	231500000	3.0	3.0	3.0	2
2	231500001	232000000	3.0	3.0	3.0	2
2	232000001	232500000	3.0	3.0	3.0	2
2	233500001	234000000	3.0	3.0	3.0	2
2	234500001	235000000	3.0	3.0	3.0	2
2	235000001	235500000	3.0	3.0	3.0	2
2	236000001	236500000	3.0	3.0	3.0	2
2	236500001	237000000	3.0	3.0	3.0	2
2	237500001	238000000	3.0	3.0	3.0	2
2	238000001	238500000	3.0	3.0	3.0	2
2	238500001	239000000	3.0	3.0	3.0	2
2	239000001	239500000	3.0	3.0	3.0	2
2	240000001	240500000	3.0	3.0	3.0	2
2	241000001	241500000	3.0	3.0	3.0	2
2	241500001	242000000	3.0	3.0	3.0	2
2	242000001	242500000	3.0	3.0	3.0	2
3	1000001	1500000	2.0	3.0	3.0	2
3	1500001	2000000	2.0	3.0	3.0	2
3	2000001	2500000	2.0	3.0	3.0	2
3	2500001	3000000	2.0	3.0	3.0	2
3	3000001	3500000	2.0	3.0	3.0	2
3	4500001	5000000	2.0	3.0	3.0	2
3	5000001	5500000	2.0	3.0	3.0	2
3	5500001	6000000	2.0	3.0	3.0	2
3	6000001	6500000	2.0	3.0	3.0	2
3	7000001	7500000	2.0	3.0	3.0	2
3	7500001	8000000	2.0	3.0	3.0	2
3	8000001	8500000	2.0	3.0	3.0	2
3	9000001	9500000	2.0	3.0	3.0	2
3	9500001	10000000	2.0	3.0	3.0	2
3	10000001	10500000	2.0	3.0	3.0	2
3	10500001	11000000	2.0	3.0	3.0	2
3	11000001	11500000	2.0	3.0	3.0	2
3	11500001	12000000	2.0	3.0	3.0	2
3	12000001	12500000	2.0	3.0	3.0	2
3	12500001	13000000	2.0	3.0	3.0	2
3	13000001	13500000	2.0	3.0	3.0	2
3	13500001	14000000	2.0	3.0	3.0	2
3	14000001	14500000	2.0	3.0	3.0	2
3	14500001	15000000	2.0	3.0	3.0	2
3	15000001	15500000	2.0	3.0	3.0	2
3	15500001	16000000	2.0	3.0	3.0	2
3	16000001	16500000	2.0	3.0	3.0	2
3	16500001	17000000	2.0	3.0	3.0	2
3	17000001	17500000	2.0	3.0	3.0	2
3	17500001	18000000	2.0	3.0	3.0	2
3	18000001	18500000	2.0	3.0	3.0	2
3	20000001	20500000	2.0	3.0	3.0	2
3	20500001	21000000	2.0	3.0	3.0	2
3	21000001	21500000	2.0	3.0	3.0	2
3	21500001	22000000	2.0	3.0	3.0	2
3	23000001	23500000	2.0	3.0	3.0	2
3	23500001	24000000	2.0	3.0	3.0	2
3	24500001	25000000	2.0	3.0	3.0	2
3	25000001	25500000	2.0	3.0	3.0	2
3	25500001	26000000	2.0	3.0	3.0	2
3	27000001	27500000	2.0	3.0	3.0	2
3	27500001	28000000	2.0	3.0	3.0	2
3	28000001	28500000	2.0	3.0	3.0	2
3	28500001	29000000	2.0	3.0	3.0	2
3	29000001	29500000	2.0	3.0	3.0	2
3	29500001	30000000	2.0	3.0	3.0	2
3	30000001	30500000	2.0	3.0	3.0	2
3	30500001	31000000	2.0	3.0	3.0	2
3	31000001	31500000	2.0	3.0	3.0	2
3	31500001	32000000	2.0	3.0	3.0	2
3	32000001	32500000	2.0	3.0	3.0	2
3	32500001	33000000	2.0	3.0	3.0	2
3	33000001	33500000	2.0	3.0	3.0	2
3	33500001	34000000	2.0	3.0	3.0	2
3	34000001	34500000	2.0	3.0	3.0	2
3	34500001	35000000	2.0	3.0	3.0	2
3	35000001	35500000	2.0	3.0	3.0	2
3	35500001	36000000	2.0	3.0	3.0	2
3	36000001	36500000	2.0	3.0	3.0	2
3	36500001	37000000	2.0	3.0	3.0	2
3	37000001	37500000	2.0	3.0	3.0	2
3	37500001	38000000	2.0	3.0	3.0	2
3	38000001	38500000	2.0	3.0	3.0	2
3	38500001	39000000	2.0	3.0	3.0	2
3	39000001	39500000	2.0	3.0	3.0	2
3	39500001	40000000	2.0	3.0	3.0	2
3	40500001	41000000	2.0	3.0	3.0	2
3	41000001	41500000	2.0	3.0	3.0	2
3	42000001	42500000	2.0	3.0	3.0	2
3	42500001	43000000	2.0	3.0	3.0	2
3	43000001	43500000	2.0	3.0	3.0	2
3	44000001	44500000	2.0	3.0	3.0	2
3	44500001	45000000	2.0	3.0	3.0	2
3	45000001	45500000	2.0	3.0	3.0	2
3	45500001	46000000	2.0	3.0	3.0	2
3	46000001	46500000	2.0	3.0	3.0	2
3	47000001	47500000	2.0	3.0	3.0	2
3	47500001	48000000	2.0	3.0	3.0	2
3	48000001	48500000	2.0	3.0	3.0	2
3	48500001	49000000	2.0	3.0	3.0	2
3	49000001	49500000	2.0	3.0	3.0	2
3	49500001	50000000	2.0	3.0	3.0	2
3	50000001	50500000	2.0	3.0	3.0	2
3	50500001	51000000	2.0	3.0	3.0	2
3	51500001	52000000	2.0	3.0	3.0	2
3	52000001	52500000	2.0	3.0	3.0	2
3	52500001	53000000	2.0	3.0	3.0	2
3	53000001	53500000	2.0	3.0	3.0	2
3	53500001	54000000	2.0	3.0	3.0	2
3	54500001	55000000	2.0	3.0	3.0	2
3	55500001	56000000	2.0	3.0	3.0	2
3	56000001	56500000	2.0	3.0	3.0	2
3	56500001	57000000	2.0	3.0	3.0	2
3	57000001	57500000	2.0	3.0	3.0	2
3	57500001	58000000	2.0	3.0	3.0	2
3	58000001	58500000	2.0	3.0	3.0	2
3	59000001	59500000	2.0	3.0	3.0	2
3	59500001	60000000	2.0	3.0	3.0	2
3	60000001	60500000	2.0	3.0	3.0	2
3	60500001	61000000	2.0	3.0	3.0	2
3	61000001	61500000	2.0	3.0	3.0	2
3	61500001	62000000	2.0	3.0	3.0	2
3	62000001	62500000	2.0	3.0	3.0	2
3	62500001	63000000	2.0	3.0	3.0	2
3	64000001	64500000	2.0	3.0	3.0	2
3	64500001	65000000	2.0	3.0	3.0	2
3	65000001	65500000	2.0	3.0	3.0	2
3	65500001	66000000	2.0	3.0	3.0	2
3	66500001	67000000	2.0	3.0	3.0	2
3	67000001	67500000	2.0	3.0	3.0	2
3	67500001	68000000	2.0	3.0	3.0	2
3	68000001	68500000	2.0	3.0	3.0	2
3	68500001	69000000	2.0	5.0	5.0	2
3	69000001	69500000	2.0	5.0	5.0	2
3	69500001	70000000	2.0	5.0	5.0	2
3	70000001	70500000	2.0	5.0	5.0	2
3	70500001	71000000	2.0	5.0	5.0	2
3	71000001	71500000	2.0	5.0	5.0	2
3	71500001	72000000	2.0	5.0	5.0	2
3	72000001	72500000	2.0	5.0	5.0	2
3	72500001	73000000	2.0	5.0	5.0	2
3	73000001	73500000	2.0	5.0	5.0	2
3	73500001	74000000	2.0	5.0	5.0	2
3	74000001	74500000	2.0	5.0	5.0	2
3	74500001	75000000	2.0	5.0	5.0	2
3	75500001	76000000	2.0	5.0	5.0	2
3	76000001	76500000	2.0	5.0	5.0	2
3	76500001	77000000	2.0	5.0	5.0	2
3	77000001	77500000	2.0	5.0	5.0	2
3	78000001	78500000	2.0	5.0	5.0	2
3	78500001	79000000	2.0	5.0	5.0	2
3	79000001	79500000	2.0	5.0	5.0	2
3	79500001	80000000	2.0	5.0	5.0	2
3	80000001	80500000	2.0	5.0	5.0	2
3	81500001	82000000	2.0	5.0	5.0	2
3	82500001	83000000	2.0	4.0	4.0	2
3	83000001	83500000	2.0	4.0	4.0	2
3	83500001	84000000	2.0	4.0	4.0	2
3	84000001	84500000	2.0	4.0	4.0	2
3	84500001	85000000	2.0	4.0	4.0	2
3	85000001	85500000	2.0	4.0	4.0	2
3	85500001	86000000	2.0	4.0	4.0	2
3	86000001	86500000	2.0	4.0	4.0	2
3	86500001	87000000	2.0	4.0	4.0	2
3	87000001	87500000	2.0	4.0	4.0	2
3	87500001	88000000	2.0	4.0	4.0	2
3	88000001	88500000	2.0	4.0	4.0	2
3	89000001	89500000	2.0	4.0	4.0	2
3	94000001	94500000	2.0	2.0	2.0	2
3	94500001	95000000	2.0	2.0	2.0	2
3	95000001	95500000	2.0	2.0	2.0	2
3	95500001	96000000	2.0	2.0	2.0	2
3	96000001	96500000	2.0	2.0	2.0	2
3	96500001	97000000	2.0	2.0	2.0	2
3	97000001	97500000	2.0	2.0	2.0	2
3	97500001	98000000	2.0	2.0	3.0	2
3	98000001	98500000	2.0	4.0	4.0	2
3	98500001	99000000	2.0	4.0	4.0	2
3	99000001	99500000	2.0	4.0	4.0	2
3	99500001	100000000	2.0	4.0	4.0	2
3	100000001	100500000	2.0	4.0	4.0	2
3	100500001	101000000	2.0	4.0	4.0	2
3	101500001	102000000	2.0	4.0	4.0	2
3	102000001	102500000	2.0	4.0	4.0	2
3	103500001	104000000	2.0	4.0	4.0	2
3	104000001	104500000	2.0	4.0	4.0	2
3	104500001	105000000	2.0	4.0	4.0	2
3	105500001	106000000	2.0	3.0	3.0	2
3	106000001	106500000	2.0	3.0	3.0	2
3	107000001	107500000	2.0	3.0	3.0	2
3	107500001	108000000	2.0	3.0	3.0	2
3	109000001	109500000	2.0	2.0	2.0	2
3	109500001	110000000	2.0	2.0	2.0	2
3	110000001	110500000	2.0	2.0	2.0	2
3	110500001	111000000	2.0	2.0	2.0	2
3	111500001	112000000	2.0	2.0	2.0	2
3	112000001	112500000	2.0	2.0	2.0	2
3	113000001	113500000	2.0	2.0	2.0	2
3	113500001	114000000	2.0	2.0	2.0	2
3	114000001	114500000	2.0	2.0	2.0	2
3	114500001	115000000	2.0	2.0	2.0	2
3	115000001	115500000	2.0	2.0	2.0	2
3	115500001	116000000	2.0	2.0	2.0	2
3	116500001	117000000	2.0	4.0	4.0	2
3	117000001	117500000	2.0	4.0	4.0	2
3	117500001	118000000	2.0	4.0	4.0	2
3	118000001	118500000	2.0	4.0	4.0	2
3	119000001	119500000	2.0	4.0	4.0	2
3	119500001	120000000	2.0	4.0	4.0	2
3	121000001	121500000	2.0	4.0	4.0	2
3	122000001	122500000	2.0	4.0	4.0	2
3	122500001	123000000	2.0	4.0	4.0	2
3	123000001	123500000	2.0	4.0	4.0	2
3	123500001	124000000	2.0	4.0	4.0	2
3	124000001	124500000	2.0	4.0	4.0	2
3	124500001	125000000	2.0	4.0	4.0	2
3	125000001	125500000	2.0	4.0	4.0	2
3	125500001	126000000	2.0	4.0	4.0	2
3	126500001	127000000	2.0	4.0	4.0	2
3	127000001	127500000	2.0	4.0	4.0	2
3	127500001	128000000	2.0	4.0	4.0	2
3	128000001	128500000	2.0	4.0	4.0	2
3	128500001	129000000	2.0	4.0	4.0	2
3	129000001	129500000	2.0	4.0	4.0	2
3	130500001	131000000	2.0	4.0	4.0	2
3	131500001	132000000	2.0	4.0	4.0	2
3	133000001	133500000	2.0	4.0	4.0	2
3	133500001	134000000	2.0	4.0	4.0	2
3	134000001	134500000	2.0	4.0	4.0	2
3	135500001	136000000	2.0	2.0	2.0	2
3	137500001	138000000	2.0	2.0	2.0	2
3	138000001	138500000	2.0	2.0	2.0	2
3	138500001	139000000	2.0	2.0	2.0	2
3	139000001	139500000	2.0	4.0	4.0	2
3	139500001	140000000	2.0	4.0	4.0	2
3	140000001	140500000	2.0	4.0	4.0	2
3	140500001	141000000	2.0	4.0	4.0	2
3	141000001	141500000	2.0	4.0	4.0	2
3	141500001	142000000	2.0	4.0	4.0	2
3	142000001	142500000	2.0	4.0	4.0	2
3	142500001	143000000	2.0	4.0	4.0	2
3	143000001	143500000	2.0	4.0	4.0	2
3	143500001	144000000	2.0	4.0	4.0	2
3	144000001	144500000	2.0	4.0	4.0	2
3	144500001	145000000	2.0	4.0	4.0	2
3	145000001	145500000	2.0	4.0	4.0	2
3	146000001	146500000	2.0	4.0	4.0	2
3	146500001	147000000	2.0	4.0	4.0	2
3	147000001	147500000	2.0	4.0	4.0	2
3	147500001	148000000	2.0	4.0	4.0	2
3	148500001	149000000	2.0	4.0	4.0	2
3	149000001	149500000	2.0	4.0	4.0	2
3	149500001	150000000	2.0	4.0	4.0	2
3	150000001	150500000	2.0	4.0	4.0	2
3	150500001	151000000	2.0	4.0	4.0	2
3	151000001	151500000	2.0	4.0	4.0	2
3	151500001	152000000	2.0	4.0	4.0	2
3	152000001	152500000	2.0	4.0	4.0	2
3	152500001	153000000	2.0	4.0	4.0	2
3	153000001	153500000	2.0	4.0	4.0	2
3	153500001	154000000	2.0	4.0	4.0	2
3	154000001	154500000	2.0	4.0	4.0	2
3	155500001	156000000	2.0	4.0	4.0	2
3	156000001	156500000	2.0	4.0	4.0	2
3	156500001	157000000	2.0	4.0	4.0	2
3	157000001	157500000	2.0	4.0	4.0	2
3	159000001	159500000	2.0	4.0	4.0	2
3	159500001	160000000	2.0	4.0	4.0	2
3	160000001	160500000	2.0	4.0	4.0	2
3	160500001	161000000	2.0	4.0	4.0	2
3	161000001	161500000	2.0	4.0	4.0	2
3	161500001	162000000	2.0	4.0	4.0	2
3	163000001	163500000	2.0	4.0	4.0	2
3	163500001	164000000	2.0	4.0	4.0	2
3	164500001	165000000	2.0	4.0	4.0	2
3	165000001	165500000	2.0	4.0	4.0	2
3	166000001	166500000	2.0	4.0	4.0	2
3	166500001	167000000	2.0	4.0	4.0	2
3	167000001	167500000	2.0	4.0	4.0	2
3	167500001	168000000	2.0	4.0	4.0	2
3	168500001	169000000	2.0	4.0	4.0	2
3	169500001	170000000	2.0	4.0	4.0	2
3	170000001	170500000	2.0	4.0	4.0	2
3	170500001	171000000	2.0	4.0	4.0	2
3	171000001	171500000	2.0	4.0	4.0	2
3	171500001	172000000	2.0	4.0	4.0	2
3	172000001	172500000	2.0	4.0	4.0	2
3	172500001	173000000	2.0	4.0	4.0	2
3	173000001	173500000	2.0	4.0	4.0	2
3	173500001	174000000	2.0	4.0	4.0	2
3	174000001	174500000	2.0	3.0	3.0	2
3	174500001	175000000	2.0	3.0	3.0	2
3	175000001	175500000	2.0	3.0	3.0	2
3	175500001	176000000	2.0	3.0	3.0	2
3	176000001	176500000	2.0	3.0	3.0	2
3	176500001	177000000	2.0	3.0	3.0	2
3	177500001	178000000	2.0	3.0	3.0	2
3	178000001	178500000	2.0	3.0	3.0	2
3	179000001	179500000	2.0	3.0	3.0	2
3	179500001	180000000	2.0	2.0	3.0	2
3	180000001	180500000	2.0	2.0	2.0	2
3	180500001	181000000	2.0	2.0	2.0	2
3	181000001	181500000	2.0	2.0	2.0	2
3	181500001	182000000	2.0	2.0	2.0	2
3	182000001	182500000	2.0	2.0	2.0	2
3	182500001	183000000	2.0	2.0	2.0	2
3	183000001	183500000	2.0	2.0	2.0	2
3	183500001	184000000	2.0	2.0	2.0	2
3	184000001	184500000	2.0	2.0	2.0	2
3	184500001	185000000	2.0	2.0	2.0	2
3	185500001	186000000	2.0	2.0	2.0	2
3	186000001	186500000	2.0	2.0	2.0	2
3	186500001	187000000	2.0	2.0	2.0	2
3	187500001	188000000	2.0	2.0	2.0	2
3	188000001	188500000	2.0	2.0	2.0	2
3	188500001	189000000	2.0	2.0	2.0	2
3	189000001	189500000	2.0	2.0	2.0	2
3	189500001	190000000	2.0	2.0	2.0	2
3	190000001	190500000	2.0	4.0	4.0	2
3	190500001	191000000	2.0	4.0	4.0	2
3	191000001	191500000	2.0	4.0	4.0	2
3	191500001	192000000	2.0	4.0	4.0	2
3	192000001	192500000	2.0	4.0	4.0	2
3	192500001	193000000	2.0	4.0	4.0	2
3	193000001	193500000	2.0	4.0	4.0	2
3	193500001	194000000	2.0	4.0	4.0	2
3	196000001	196500000	2.0	4.0	4.0	2
3	196500001	197000000	2.0	4.0	4.0	2
4	500001	1000000	2.0	2.0	2.0	2
4	1500001	2000000	2.0	2.0	2.0	2
4	2000001	2500000	2.0	2.0	2.0	2
4	2500001	3000000	2.0	2.0	2.0	2
4	3000001	3500000	2.0	2.0	2.0	2
4	3500001	4000000	2.0	2.0	2.0	2
4	4000001	4500000	2.0	2.0	2.0	2
4	4500001	5000000	2.0	2.0	2.0	2
4	5500001	6000000	2.0	2.0	2.0	2
4	6000001	6500000	2.0	2.0	2.0	2
4	6500001	7000000	2.0	2.0	2.0	2
4	7000001	7500000	2.0	2.0	2.0	2
4	7500001	8000000	2.0	2.0	2.0	2
4	8000001	8500000	2.0	2.0	2.0	2
4	9500001	10000000	2.0	2.0	2.0	2
4	10000001	10500000	2.0	2.0	2.0	2
4	10500001	11000000	2.0	2.0	2.0	2
4	11500001	12000000	2.0	2.0	2.0	2
4	12000001	12500000	2.0	2.0	2.0	2
4	12500001	13000000	2.0	2.0	2.0	2
4	13000001	13500000	2.0	2.0	2.0	2
4	13500001	14000000	2.0	2.0	2.0	2
4	16000001	16500000	2.0	2.0	2.0	2
4	17000001	17500000	2.0	2.0	2.0	2
4	17500001	18000000	2.0	2.0	2.0	2
4	18000001	18500000	2.0	2.0	2.0	2
4	18500001	19000000	2.0	2.0	2.0	2
4	19500001	20000000	2.0	2.0	2.0	2
4	20000001	20500000	2.0	2.0	2.0	2
4	20500001	21000000	2.0	2.0	2.0	2
4	21500001	22000000	2.0	2.0	2.0	2
4	22000001	22500000	2.0	2.0	2.0	2
4	22500001	23000000	2.0	2.0	2.0	2
4	23000001	23500000	2.0	2.0	2.0	2
4	24000001	24500000	2.0	2.0	2.0	2
4	24500001	25000000	2.0	2.0	2.0	2
4	25000001	25500000	2.0	2.0	2.0	2
4	25500001	26000000	2.0	2.0	2.0	2
4	26000001	26500000	2.0	2.0	2.0	2
4	27500001	28000000	2.0	2.0	2.0	2
4	28000001	28500000	2.0	2.0	2.0	2
4	28500001	29000000	2.0	2.0	2.0	2
4	29000001	29500000	2.0	2.0	2.0	2
4	29500001	30000000	2.0	2.0	2.0	2
4	30000001	30500000	2.0	2.0	2.0	2
4	30500001	31000000	2.0	2.0	2.0	2
4	31000001	31500000	2.0	2.0	2.0	2
4	32000001	32500000	2.0	2.0	2.0	2
4	33000001	33500000	2.0	2.0	2.0	2
4	33500001	34000000	2.0	2.0	2.0	2
4	34000001	34500000	2.0	2.0	2.0	2
4	34500001	35000000	2.0	2.0	2.0	2
4	35000001	35500000	2.0	2.0	2.0	2
4	35500001	36000000	2.0	2.0	2.0	2
4	36000001	36500000	2.0	2.0	2.0	2
4	36500001	37000000	2.0	2.0	2.0	2
4	37000001	37500000	2.0	2.0	2.0	2
4	37500001	38000000	2.0	2.0	2.0	2
4	38000001	38500000	2.0	2.0	2.0	2
4	38500001	39000000	2.0	2.0	2.0	2
4	39000001	39500000	2.0	2.0	2.0	2
4	39500001	40000000	2.0	2.0	2.0	2
4	40000001	40500000	2.0	2.0	2.0	2
4	40500001	41000000	2.0	2.0	2.0	2
4	41000001	41500000	2.0	2.0	2.0	2
4	41500001	42000000	2.0	2.0	2.0	2
4	42000001	42500000	2.0	2.0	2.0	2
4	42500001	43000000	2.0	2.0	2.0	2
4	43000001	43500000	2.0	2.0	2.0	2
4	43500001	44000000	2.0	2.0	2.0	2
4	44000001	44500000	2.0	2.0	2.0	2
4	44500001	45000000	2.0	2.0	2.0	2
4	45000001	45500000	2.0	2.0	2.0	2
4	45500001	46000000	2.0	2.0	2.0	2
4	46000001	46500000	2.0	2.0	2.0	2
4	46500001	47000000	2.0	2.0	2.0	2
4	47000001	47500000	2.0	2.0	2.0	2
4	47500001	48000000	2.0	2.0	2.0	2
4	48500001	49000000	2.0	2.0	2.0	2
4	55000001	55500000	2.0	2.0	2.0	2
4	55500001	56000000	2.0	2.0	2.0	2
4	56000001	56500000	2.0	2.0	2.0	2
4	56500001	57000000	2.0	2.0	2.0	2
4	57000001	57500000	2.0	2.0	2.0	2
4	57500001	58000000	2.0	2.0	2.0	2
4	59000001	59500000	2.0	2.0	2.0	2
4	60000001	60500000	2.0	2.0	2.0	2
4	60500001	61000000	2.0	2.0	2.0	2
4	61000001	61500000	2.0	2.0	2.0	2
4	61500001	62000000	2.0	2.0	2.0	2
4	62000001	62500000	2.0	2.0	2.0	2
4	63000001	63500000	2.0	2.0	2.0	2
4	63500001	64000000	2.0	2.0	2.0	2
4	64000001	64500000	2.0	2.0	2.0	2
4	64500001	65000000	2.0	2.0	2.0	2
4	65000001	65500000	2.0	2.0	2.0	2
4	66500001	67000000	2.0	2.0	2.0	2
4	67000001	67500000	2.0	2.0	2.0	2
4	67500001	68000000	2.0	2.0	2.0	2
4	68000001	68500000	2.0	2.0	2.0	2
4	69500001	70000000	2.0	2.0	2.0	2
4	70000001	70500000	2.0	2.0	2.0	2
4	70500001	71000000	2.0	2.0	2.0	2
4	72000001	72500000	2.0	2.0	2.0	2
4	72500001	73000000	2.0	2.0	2.0	2
4	73000001	73500000	2.0	2.0	2.0	2
4	73500001	74000000	2.0	2.0	2.0	2
4	74000001	74500000	2.0	2.0	2.0	2
4	74500001	75000000	2.0	2.0	2.0	2
4	76500001	77000000	2.0	2.0	2.0	2
4	77000001	77500000	2.0	2.0	2.0	2
4	77500001	78000000	2.0	2.0	2.0	2
4	78000001	78500000	2.0	2.0	2.0	2
4	78500001	79000000	2.0	2.0	2.0	2
4	79500001	80000000	2.0	2.0	2.0	2
4	80000001	80500000	2.0	2.0	2.0	2
4	81000001	81500000	2.0	2.0	2.0	2
4	81500001	82000000	2.0	2.0	2.0	2
4	82000001	82500000	2.0	2.0	2.0	2
4	82500001	83000000	2.0	2.0	2.0	2
4	83000001	83500000	2.0	2.0	2.0	2
4	83500001	84000000	2.0	2.0	2.0	2
4	84000001	84500000	2.0	2.0	2.0	2
4	84500001	85000000	2.0	2.0	2.0	2
4	85500001	86000000	2.0	2.0	2.0	2
4	86000001	86500000	2.0	2.0	2.0	2
4	87500001	88000000	2.0	2.0	2.0	2
4	89000001	89500000	2.0	2.0	2.0	2
4	89500001	90000000	2.0	2.0	2.0	2
4	90000001	90500000	2.0	2.0	2.0	2
4	90500001	91000000	2.0	2.0	2.0	2
4	91000001	91500000	2.0	2.0	2.0	2
4	92000001	92500000	2.0	2.0	2.0	2
4	93000001	93500000	2.0	2.0	2.0	2
4	93500001	94000000	2.0	2.0	2.0	2
4	94000001	94500000	2.0	2.0	2.0	2
4	95000001	95500000	2.0	2.0	2.0	2
4	95500001	96000000	2.0	2.0	2.0	2
4	96000001	96500000	2.0	2.0	2.0	2
4	96500001	97000000	2.0	2.0	2.0	2
4	97000001	97500000	2.0	2.0	2.0	2
4	97500001	98000000	2.0	2.0	2.0	2
4	98000001	98500000	2.0	2.0	2.0	2
4	98500001	99000000	2.0	2.0	2.0	2
4	99000001	99500000	2.0	2.0	2.0	2
4	100000001	100500000	2.0	2.0	2.0	2
4	101000001	101500000	2.0	2.0	2.0	2
4	101500001	102000000	2.0	2.0	2.0	2
4	102000001	102500000	2.0	2.0	2.0	2
